Contract name,Last trade date,Expiry date,Last price,Bid,Ask,Change,% change,Volume,Open interest,Implied volatility,Type,Strike Price
AAPL200612P00280000,2020-05-22 3:50PM EDT,2020-06-12,1.16,0.91,1.17,-0.24,-17.14%,145,697,41.10%,Put,280
AAPL200619P00280000,2020-05-22 3:59PM EDT,2020-06-19,1.64,1.6,1.67,-0.51,-23.72%,"1,756","12,651",38.92%,Put,280
AAPL200626P00280000,2020-05-22 3:34PM EDT,2020-06-26,2.32,2.01,2.36,-0.44,-15.94%,34,252,38.43%,Put,280
AAPL200717P00280000,2020-05-22 3:58PM EDT,2020-07-17,3.8,3.65,3.9,-1,-20.83%,299,"5,777",35.81%,Put,280
AAPL200918P00280000,2020-05-22 3:59PM EDT,2020-09-18,9.8,9.45,10.05,-0.9,-8.41%,567,"8,043",36.62%,Put,280
AAPL201016P00280000,2020-05-22 3:56PM EDT,2020-10-16,11.9,11.45,12.1,-1.05,-8.11%,124,"1,731",36.19%,Put,280
AAPL201218P00280000,2020-05-22 3:58PM EDT,2020-12-18,16.65,16.15,16.9,-0.83,-4.75%,239,"2,506",36.39%,Put,280
AAPL210115P00280000,2020-05-22 3:58PM EDT,2021-01-15,18.14,17.65,18.4,-0.86,-4.53%,20,"13,224",35.92%,Put,280
AAPL210618P00280000,2020-05-21 11:46AM EDT,2021-06-18,27.4,25.85,26.6,0,NA,1,"1,859",35.27%,Put,280
AAPL210917P00280000,2020-05-22 12:07PM EDT,2021-09-17,31.05,29.75,31.2,-0.15,-0.48%,8,127,35.39%,Put,280
AAPL220121P00280000,2020-05-22 3:55PM EDT,2022-01-21,35.1,34.35,36,-0.4,-1.13%,3,"1,044",34.86%,Put,280
AAPL220617P00280000,2020-05-22 10:47AM EDT,2022-06-17,41.82,38.9,42.3,0.57,+1.38%,8,358,35.21%,Put,280
AAPL200529C00282500,2020-05-22 3:58PM EDT,2020-05-29,36.4,35.7,37.45,1.45,+4.15%,11,297,69.34%,Call,282.5
AAPL200605C00282500,2020-05-22 1:09PM EDT,2020-06-05,36,36.25,38.2,3.3,+10.09%,1,81,54.49%,Call,282.5
AAPL200612C00282500,2020-05-11 9:39AM EDT,2020-06-12,30,36.9,38.6,0,NA,1,4,46.68%,Call,282.5
AAPL200626C00282500,2020-05-18 10:43AM EDT,2020-06-26,34.48,37.8,39.7,0,NA,14,21,40.96%,Call,282.5
AAPL200529P00282500,2020-05-22 3:33PM EDT,2020-05-29,0.13,0.1,0.14,-0.21,-61.76%,125,367,46.58%,Put,282.5
AAPL200605P00282500,2020-05-22 3:59PM EDT,2020-06-05,0.68,0.42,0.73,-0.31,-31.31%,15,689,43.07%,Put,282.5
AAPL200612P00282500,2020-05-22 3:50PM EDT,2020-06-12,1.28,1,1.29,-0.25,-16.34%,66,113,39.97%,Put,282.5
AAPL200626P00282500,2020-05-22 10:45AM EDT,2020-06-26,2.89,2.21,2.55,-0.06,-2.03%,2,245,37.49%,Put,282.5
AAPL200529C00285000,2020-05-22 3:35PM EDT,2020-05-29,32.9,33.55,34.9,-0.73,-2.17%,16,750,50.68%,Call,285
AAPL200605C00285000,2020-05-22 3:54PM EDT,2020-06-05,34.64,33.95,35.35,1.09,+3.25%,57,410,48.47%,Call,285
AAPL200612C00285000,2020-05-22 2:03PM EDT,2020-06-12,34.77,34.55,35.9,0.11,+0.32%,1,115,42.96%,Call,285
AAPL200619C00285000,2020-05-22 3:56PM EDT,2020-06-19,35.52,35.45,36.2,0.97,+2.81%,413,"4,554",38.64%,Call,285
AAPL200626C00285000,2020-05-21 12:30PM EDT,2020-06-26,35.55,35.6,37.35,0,NA,2,21,39.59%,Call,285
AAPL200717C00285000,2020-05-22 3:31PM EDT,2020-07-17,37.46,37.6,39.05,-0.04,-0.11%,21,"1,843",36.40%,Call,285
AAPL201016C00285000,2020-05-22 3:38PM EDT,2020-10-16,45.72,45.85,47.55,-0.95,-2.04%,2,693,35.97%,Call,285
AAPL210115C00285000,2020-05-22 2:26PM EDT,2021-01-15,52.53,52.15,53.65,0.53,+1.02%,11,"1,005",35.23%,Call,285
AAPL210618C00285000,2020-05-22 9:41AM EDT,2021-06-18,58.77,59.4,61.1,-1.59,-2.63%,6,225,33.88%,Call,285
AAPL200529P00285000,2020-05-22 3:53PM EDT,2020-05-29,0.16,0.12,0.15,-0.22,-57.89%,"1,267","1,206",44.14%,Put,285
AAPL200605P00285000,2020-05-22 3:57PM EDT,2020-06-05,0.77,0.72,0.80,-0.34,-30.63%,305,470,41.48%,Put,285
AAPL200612P00285000,2020-05-22 3:53PM EDT,2020-06-12,1.38,1.14,1.50,-0.38,-21.59%,124,729,39.39%,Put,285
AAPL200619P00285000,2020-05-22 3:58PM EDT,2020-06-19,1.98,1.79,2.05,-0.66,-25.00%,518,"2,446",37.21%,Put,285
AAPL200626P00285000,2020-05-22 3:53PM EDT,2020-06-26,2.74,2.46,2.84,-0.56,-16.97%,41,469,36.91%,Put,285
AAPL200702P00285000,2020-05-21 11:00AM EDT,2020-07-02,3.95,NA,NA,0,NA,NA,NA,0.00%,Put,285
AAPL200717P00285000,2020-05-22 3:46PM EDT,2020-07-17,4.63,4.35,4.60,-0.87,-15.82%,583,"3,241",34.74%,Put,285
AAPL201016P00285000,2020-05-22 3:19PM EDT,2020-10-16,13.3,12.65,13.25,-0.65,-4.66%,504,"1,485",35.38%,Put,285
AAPL210115P00285000,2020-05-22 3:43PM EDT,2021-01-15,19.95,19.15,19.90,0.1,+0.50%,16,"5,158",35.41%,Put,285
AAPL210618P00285000,2020-05-22 11:46AM EDT,2021-06-18,28.65,27.45,28.40,-0.18,-0.62%,10,786,34.93%,Put,285
AAPL200529C00287500,2020-05-22 9:36AM EDT,2020-05-29,28.87,30.9,32.5,-0.38,-1.30%,6,384,62.35%,Call,287.5
AAPL200605C00287500,2020-05-22 12:23PM EDT,2020-06-05,30.78,31.5,33.3,0.19,+0.62%,2,56,49.54%,Call,287.5
AAPL200612C00287500,2020-05-21 3:08PM EDT,2020-06-12,32.35,31.75,33.7,0,NA,2,10,42.46%,Call,287.5
AAPL200626C00287500,2020-05-21 11:26AM EDT,2020-06-26,33.16,33.4,35.2,0,NA,2,52,38.97%,Call,287.5
AAPL200529P00287500,2020-05-22 3:58PM EDT,2020-05-29,0.16,0.14,0.17,-0.29,-64.44%,318,767,42.04%,Put,287.5
AAPL200605P00287500,2020-05-22 3:59PM EDT,2020-06-05,0.84,0.63,0.89,-0.47,-35.88%,70,337,40.02%,Put,287.5
AAPL200612P00287500,2020-05-22 3:57PM EDT,2020-06-12,1.5,1.26,1.57,-0.4,-21.05%,21,109,37.63%,Put,287.5
AAPL200626P00287500,2020-05-22 10:39AM EDT,2020-06-26,3.5,2.73,3.25,-0.25,-6.67%,17,42,36.71%,Put,287.5
AAPL200529C00290000,2020-05-22 3:55PM EDT,2020-05-29,28.57,28.55,30,0.37,+1.31%,215,"1,111",58.42%,Call,290
AAPL200605C00290000,2020-05-22 3:59PM EDT,2020-06-05,29.89,29.1,30.4,0.71,+2.43%,59,714,43.34%,Call,290
AAPL200612C00290000,2020-05-22 2:10PM EDT,2020-06-12,30.32,29.45,31.2,1.42,+4.91%,39,153,40.01%,Call,290
AAPL200619C00290000,2020-05-22 3:59PM EDT,2020-06-19,31.5,30.9,31.95,0.33,+1.06%,29,"19,162",38.06%,Call,290
AAPL200626C00290000,2020-05-21 12:22PM EDT,2020-06-26,31.3,31.2,32.8,0,NA,3,15,37.28%,Call,290
AAPL200717C00290000,2020-05-22 3:29PM EDT,2020-07-17,33.3,33.5,35.15,-0.8,-2.35%,21,"2,787",35.95%,Call,290
AAPL200918C00290000,2020-05-22 12:33PM EDT,2020-09-18,39.81,40.05,41.25,-0.74,-1.82%,65,"5,743",34.97%,Call,290
AAPL201016C00290000,2020-05-22 1:34PM EDT,2020-10-16,42.54,42.2,43.35,0.22,+0.52%,6,"1,020",34.49%,Call,290
AAPL201218C00290000,2020-05-22 1:29PM EDT,2020-12-18,47.41,47.1,48.75,-0.19,-0.40%,21,"1,379",35.23%,Call,290
AAPL210115C00290000,2020-05-22 3:58PM EDT,2021-01-15,49.3,48.8,50,-0.2,-0.40%,17,"7,151",34.45%,Call,290
AAPL210618C00290000,2020-05-22 3:59PM EDT,2021-06-18,57.08,56.3,57.75,-0.12,-0.21%,12,"1,564",33.37%,Call,290
AAPL210917C00290000,2020-05-19 3:11PM EDT,2021-09-17,60.38,60.2,62.6,0,NA,5,160,33.71%,Call,290
AAPL220121C00290000,2020-05-22 2:47PM EDT,2022-01-21,65.62,64.7,67.4,-1.38,-2.06%,8,976,33.23%,Call,290
AAPL220617C00290000,2020-05-22 3:43PM EDT,2022-06-17,70.85,69.9,72.65,-1.7,-2.34%,19,"1,143",32.97%,Call,290
AAPL200529P00290000,2020-05-22 3:58PM EDT,2020-05-29,0.2,0.15,0.21,-0.32,-61.54%,"1,524","6,144",40.53%,Put,290
AAPL200605P00290000,2020-05-22 3:59PM EDT,2020-06-05,0.94,0.92,1.07,-0.51,-35.17%,470,"2,410",39.31%,Put,290
AAPL200612P00290000,2020-05-22 3:18PM EDT,2020-06-12,1.76,1.6,1.81,-0.42,-19.27%,81,761,36.94%,Put,290
AAPL200619P00290000,2020-05-22 3:59PM EDT,2020-06-19,2.43,2.35,2.49,-0.78,-24.30%,"1,598","19,509",35.34%,Put,290
AAPL200626P00290000,2020-05-22 3:57PM EDT,2020-06-26,3.25,3,3.65,-0.95,-22.62%,33,449,36.29%,Put,290
AAPL200717P00290000,2020-05-22 3:59PM EDT,2020-07-17,5.25,5.15,5.4,-1.1,-17.32%,560,"11,367",33.61%,Put,290
AAPL200918P00290000,2020-05-22 3:57PM EDT,2020-09-18,12.4,11.85,12.85,-0.85,-6.42%,103,"5,684",35.79%,Put,290
AAPL201016P00290000,2020-05-22 3:54PM EDT,2020-10-16,14.6,14,14.6,-0.65,-4.26%,45,"1,037",34.71%,Put,290
AAPL201218P00290000,2020-05-22 3:14PM EDT,2020-12-18,19.8,19.15,19.9,-0.5,-2.46%,226,"1,849",35.29%,Put,290
AAPL210115P00290000,2020-05-22 3:43PM EDT,2021-01-15,21.55,20.8,21.45,0.05,+0.23%,14,"11,448",34.85%,Put,290
AAPL210618P00290000,2020-05-22 10:46AM EDT,2021-06-18,30.55,29.5,30.3,-0.1,-0.33%,184,"2,025",34.60%,Put,290
AAPL210917P00290000,2020-05-21 3:41PM EDT,2021-09-17,35.1,33.7,35.1,0,NA,5,81,34.78%,Put,290
AAPL220121P00290000,2020-05-20 1:02PM EDT,2022-01-21,39.2,38.45,40.1,0,NA,36,"1,038",34.32%,Put,290
AAPL220617P00290000,2020-05-21 10:02AM EDT,2022-06-17,45.31,43.5,46.9,0,NA,1,187,34.90%,Put,290
AAPL200529C00292500,2020-05-22 2:50PM EDT,2020-05-29,26.03,26,27.4,-0.72,-2.69%,29,229,53.08%,Call,292.5
AAPL200605C00292500,2020-05-22 12:38PM EDT,2020-06-05,26.52,26.7,28.35,-1.73,-6.12%,1,131,44.03%,Call,292.5
AAPL200612C00292500,2020-05-20 10:12AM EDT,2020-06-12,28.5,27.2,28.95,0,NA,1,42,38.94%,Call,292.5
AAPL200626C00292500,2020-05-21 10:23AM EDT,2020-06-26,31.1,29.1,30.9,0,NA,1,6,37.37%,Call,292.5
AAPL200529P00292500,2020-05-22 3:59PM EDT,2020-05-29,0.24,0.12,0.25,-0.38,-61.29%,682,"1,168",38.67%,Put,292.5
AAPL200605P00292500,2020-05-22 3:59PM EDT,2020-06-05,1.05,0.86,1.25,-0.58,-35.58%,56,538,38.29%,Put,292.5
AAPL200612P00292500,2020-05-22 3:34PM EDT,2020-06-12,2,1.71,2.15,-0.43,-17.70%,6,131,36.63%,Put,292.5
AAPL200626P00292500,2020-05-22 12:52PM EDT,2020-06-26,4,3.35,4,-0.35,-8.05%,12,167,35.52%,Put,292.5
AAPL200529C00295000,2020-05-22 3:58PM EDT,2020-05-29,24.39,23.55,25,1.54,+6.74%,330,939,50.54%,Call,295
AAPL200605C00295000,2020-05-22 3:59PM EDT,2020-06-05,25.17,24.7,25.4,0.57,+2.32%,39,"2,497",37.67%,Call,295
AAPL200612C00295000,2020-05-22 1:24PM EDT,2020-06-12,25.71,25.45,26.9,0.01,+0.04%,12,66,38.73%,Call,295
AAPL200619C00295000,2020-05-22 3:56PM EDT,2020-06-19,26.59,26.55,27.7,0.59,+2.27%,55,"6,670",36.70%,Call,295
AAPL200626C00295000,2020-05-22 2:10PM EDT,2020-06-26,27.75,27,28.5,-0.25,-0.89%,2,121,35.54%,Call,295
AAPL200717C00295000,2020-05-22 3:56PM EDT,2020-07-17,30,29.6,31.15,-0.46,-1.51%,286,"1,424",34.82%,Call,295
AAPL201016C00295000,2020-05-22 2:08PM EDT,2020-10-16,39.02,38.75,39.9,-0.65,-1.64%,6,375,33.96%,Call,295
AAPL210115C00295000,2020-05-22 3:35PM EDT,2021-01-15,45.44,45.5,46.9,-1.33,-2.84%,17,"1,196",34.18%,Call,295
AAPL210618C00295000,2020-05-19 3:25PM EDT,2021-06-18,52.9,53.3,54.95,0,NA,10,811,33.25%,Call,295
AAPL200529P00295000,2020-05-22 3:59PM EDT,2020-05-29,0.28,0.25,0.28,-0.45,-61.64%,"2,060","4,527",36.33%,Put,295
AAPL200605P00295000,2020-05-22 3:59PM EDT,2020-06-05,1.19,1.04,1.35,-0.72,-37.70%,497,"2,641",36.39%,Put,295
AAPL200612P00295000,2020-05-22 3:57PM EDT,2020-06-12,2.16,1.91,2.2,-0.56,-20.59%,228,438,34.46%,Put,295
AAPL200619P00295000,2020-05-22 3:58PM EDT,2020-06-19,3.08,2.98,3.1,-0.97,-23.95%,441,"2,736",33.74%,Put,295
AAPL200626P00295000,2020-05-22 3:58PM EDT,2020-06-26,3.9,3.7,4.45,-1.05,-21.21%,24,258,35.00%,Put,295
AAPL200717P00295000,2020-05-22 3:58PM EDT,2020-07-17,6.24,6.15,6.4,-1.36,-17.89%,"1,629","6,188",32.66%,Put,295
AAPL201016P00295000,2020-05-22 10:05AM EDT,2020-10-16,16.8,15.45,16.6,0.05,+0.30%,3,358,34.79%,Put,295
AAPL210115P00295000,2020-05-22 3:50PM EDT,2021-01-15,23.35,22.65,23.2,-0.65,-2.71%,46,"1,035",34.40%,Put,295
AAPL210618P00295000,2020-05-20 9:54AM EDT,2021-06-18,32.6,31.35,32.25,0,NA,10,44,34.25%,Put,295
AAPL200529C00297500,2020-05-22 3:59PM EDT,2020-05-29,21.82,21.25,22.05,0.67,+3.17%,115,359,40.31%,Call,297.5
AAPL200605C00297500,2020-05-22 12:23PM EDT,2020-06-05,21.53,22.2,23.45,-0.12,-0.55%,3,208,38.72%,Call,297.5
AAPL200612C00297500,2020-05-22 3:56PM EDT,2020-06-12,23.48,22.85,24.4,0.89,+3.94%,6,82,36.10%,Call,297.5
AAPL200626C00297500,2020-05-22 3:32PM EDT,2020-06-26,25.1,25,26.75,-0.8,-3.09%,1,246,35.82%,Call,297.5
AAPL200529P00297500,2020-05-22 3:59PM EDT,2020-05-29,0.34,0.32,0.37,-0.55,-61.80%,574,"2,312",35.16%,Put,297.5
AAPL200605P00297500,2020-05-22 3:58PM EDT,2020-06-05,1.4,1.24,1.47,-0.81,-36.65%,78,939,34.50%,Put,297.5
AAPL200612P00297500,2020-05-22 3:50PM EDT,2020-06-12,2.55,2.2,2.64,-0.79,-23.65%,34,149,34.27%,Put,297.5
AAPL200626P00297500,2020-05-22 3:59PM EDT,2020-06-26,4.3,4.15,4.9,-1.04,-19.48%,25,166,34.31%,Put,297.5
AAPL200529C00300000,2020-05-22 3:59PM EDT,2020-05-29,19.3,18.7,19.9,0.8,+4.32%,457,"2,871",41.28%,Call,300
AAPL200605C00300000,2020-05-22 3:59PM EDT,2020-06-05,20.7,20.15,21,0.22,+1.07%,140,760,35.96%,Call,300
AAPL200612C00300000,2020-05-22 3:59PM EDT,2020-06-12,21.6,21.25,22.15,-0.47,-2.13%,14,280,34.58%,Call,300
AAPL200619C00300000,2020-05-22 3:59PM EDT,2020-06-19,23,22.3,23.05,0.7,+3.14%,180,"27,387",33.23%,Call,300
AAPL200626C00300000,2020-05-22 3:59PM EDT,2020-06-26,24,23,24.55,0,NA,68,158,34.46%,Call,300
AAPL200717C00300000,2020-05-22 3:41PM EDT,2020-07-17,25.5,26.1,26.75,-0.6,-2.30%,557,"7,573",32.39%,Call,300
AAPL200918C00300000,2020-05-22 3:58PM EDT,2020-09-18,33.42,33.1,33.9,-0.23,-0.68%,95,"7,836",33.16%,Call,300
AAPL201016C00300000,2020-05-22 3:52PM EDT,2020-10-16,35.39,35.4,36.7,-0.01,-0.03%,24,"3,958",33.59%,Call,300
AAPL201218C00300000,2020-05-22 12:15PM EDT,2020-12-18,40.29,40.5,42,-0.26,-0.64%,4,"1,838",33.99%,Call,300
AAPL210115C00300000,2020-05-22 3:59PM EDT,2021-01-15,43,42.45,43.45,0.4,+0.94%,100,"17,138",33.43%,Call,300
AAPL210618C00300000,2020-05-22 2:12PM EDT,2021-06-18,51,50.35,51.8,-0.25,-0.49%,258,"5,511",32.77%,Call,300
AAPL210917C00300000,2020-05-22 3:59PM EDT,2021-09-17,55.6,54.55,56.75,-0.06,-0.11%,5,945,33.11%,Call,300
AAPL220121C00300000,2020-05-22 3:57PM EDT,2022-01-21,60.2,59.9,61.85,-0.31,-0.51%,167,"4,969",32.79%,Call,300
AAPL220617C00300000,2020-05-22 3:58PM EDT,2022-06-17,66,65,66.95,0.4,+0.61%,31,"5,604",32.39%,Call,300
AAPL200529P00300000,2020-05-22 3:59PM EDT,2020-05-29,0.43,0.41,0.45,-0.62,-59.05%,"9,158","8,821",33.25%,Put,300
AAPL200605P00300000,2020-05-22 3:59PM EDT,2020-06-05,1.68,1.48,1.77,-0.86,-33.86%,"3,116","2,429",33.73%,Put,300
AAPL200612P00300000,2020-05-22 3:50PM EDT,2020-06-12,2.94,2.56,2.95,-0.73,-19.89%,200,"1,574",33.14%,Put,300
AAPL200619P00300000,2020-05-22 3:59PM EDT,2020-06-19,3.83,3.75,3.9,-1.17,-23.40%,"2,909","19,028",32.25%,Put,300
AAPL200626P00300000,2020-05-22 3:58PM EDT,2020-06-26,4.85,4.6,5.4,-1.35,-21.77%,118,621,33.65%,Put,300
AAPL200717P00300000,2020-05-22 3:56PM EDT,2020-07-17,7.65,7.25,7.55,-1.3,-14.53%,"1,378","4,962",31.67%,Put,300
AAPL200918P00300000,2020-05-22 3:59PM EDT,2020-09-18,15.1,15,15.4,-1.2,-7.36%,246,"4,678",33.77%,Put,300
AAPL201016P00300000,2020-05-22 11:45AM EDT,2020-10-16,18.29,17.05,17.9,-0.21,-1.14%,26,723,33.73%,Put,300
AAPL201218P00300000,2020-05-22 2:18PM EDT,2020-12-18,23.65,22.6,23.35,-0.13,-0.55%,53,"2,004",34.27%,Put,300
AAPL210115P00300000,2020-05-22 3:58PM EDT,2021-01-15,24.7,24.35,25,-0.61,-2.41%,51,"10,609",33.91%,Put,300
AAPL210618P00300000,2020-05-21 2:51PM EDT,2021-06-18,35.1,33.5,34,0,NA,4,"1,622",33.68%,Put,300
AAPL210917P00300000,2020-05-22 12:38PM EDT,2021-09-17,39,37.95,39.35,-3.03,-7.21%,1,289,34.23%,Put,300
AAPL220121P00300000,2020-05-22 12:48PM EDT,2022-01-21,43.95,43.15,44.55,0.11,+0.25%,135,"1,412",33.85%,Put,300
AAPL220617P00300000,2020-05-22 3:50PM EDT,2022-06-17,49.6,47.95,51,-0.4,-0.80%,1,702,34.15%,Put,300
AAPL200529C00302500,2020-05-22 3:59PM EDT,2020-05-29,17.01,16.4,17.7,1.26,+8.00%,149,702,40.58%,Call,302.5
AAPL200605C00302500,2020-05-22 3:59PM EDT,2020-06-05,18.5,17.85,18.95,1.23,+7.12%,23,387,35.52%,Call,302.5
AAPL200612C00302500,2020-05-22 3:58PM EDT,2020-06-12,19.58,19.1,20.15,0.49,+2.57%,25,172,34.01%,Call,302.5
AAPL200626C00302500,2020-05-22 3:27PM EDT,2020-06-26,20.97,21.1,22.5,-0.26,-1.22%,18,443,33.46%,Call,302.5
AAPL200529P00302500,2020-05-22 3:59PM EDT,2020-05-29,0.54,0.5,0.6,-0.81,-60.00%,"2,333","2,668",32.03%,Put,302.5
AAPL200605P00302500,2020-05-22 3:59PM EDT,2020-06-05,1.88,1.79,2,-0.95,-33.57%,238,"1,152",32.15%,Put,302.5
AAPL200612P00302500,2020-05-22 3:54PM EDT,2020-06-12,3.33,2.97,3.35,-0.97,-22.56%,86,"2,027",32.23%,Put,302.5
AAPL200626P00302500,2020-05-22 2:05PM EDT,2020-06-26,5.75,5.15,5.9,-0.8,-12.21%,9,170,32.83%,Put,302.5
AAPL200529C00305000,2020-05-22 3:58PM EDT,2020-05-29,14.53,14.3,14.8,0.47,+3.34%,321,"2,669",32.08%,Call,305
AAPL200605C00305000,2020-05-22 3:57PM EDT,2020-06-05,15.92,15.8,16.6,-0.43,-2.63%,39,440,33.03%,Call,305
AAPL200612C00305000,2020-05-22 3:05PM EDT,2020-06-12,17.15,17.25,18.35,0.45,+2.69%,7,411,33.97%,Call,305
AAPL200619C00305000,2020-05-22 3:59PM EDT,2020-06-19,18.8,18.4,19.35,0.63,+3.47%,148,"7,336",32.64%,Call,305
AAPL200626C00305000,2020-05-22 3:27PM EDT,2020-06-26,19.12,19.45,20.55,-0.31,-1.60%,24,"1,309",32.62%,Call,305
AAPL200717C00305000,2020-05-22 3:57PM EDT,2020-07-17,22.48,22.45,23.2,-0.66,-2.85%,534,"3,313",31.61%,Call,305
AAPL200918C00305000,2020-05-22 3:46PM EDT,2020-09-18,29.95,30.05,30.5,0.45,+1.53%,128,"2,171",32.39%,Call,305
AAPL201016C00305000,2020-05-22 2:36PM EDT,2020-10-16,32.65,32.15,33.5,-0.25,-0.76%,16,796,33.05%,Call,305
AAPL201218C00305000,2020-05-22 3:37PM EDT,2020-12-18,37.5,37.4,38.35,-0.93,-2.42%,7,"1,059",32.90%,Call,305
AAPL210115C00305000,2020-05-21 3:57PM EDT,2021-01-15,39.15,39.35,40.65,0,NA,9,60,33.25%,Call,305
AAPL200529P00305000,2020-05-22 3:59PM EDT,2020-05-29,0.74,0.75,0.76,-0.94,-55.95%,"8,152","3,784",30.32%,Put,305
AAPL200605P00305000,2020-05-22 3:59PM EDT,2020-06-05,2.28,2.21,2.45,-1.06,-31.74%,264,"1,103",31.59%,Put,305
AAPL200612P00305000,2020-05-22 3:59PM EDT,2020-06-12,3.58,3.4,3.95,-1.26,-26.03%,96,"2,394",31.90%,Put,305
AAPL200619P00305000,2020-05-22 3:59PM EDT,2020-06-19,4.85,4.8,4.95,-1.2,-19.83%,171,"6,756",30.92%,Put,305
AAPL200626P00305000,2020-05-22 3:56PM EDT,2020-06-26,6.05,5.75,6.15,-1.45,-19.33%,37,316,31.13%,Put,305
AAPL200717P00305000,2020-05-22 3:29PM EDT,2020-07-17,9.21,8.55,8.9,-1.09,-10.58%,636,"2,374",30.71%,Put,305
AAPL200918P00305000,2020-05-22 3:46PM EDT,2020-09-18,17.15,16.65,17.15,-1.02,-5.61%,118,"1,601",33.19%,Put,305
AAPL201016P00305000,2020-05-22 11:42AM EDT,2020-10-16,20.1,19,19.4,0.05,+0.25%,17,257,32.79%,Put,305
AAPL201218P00305000,2020-05-22 1:38PM EDT,2020-12-18,25.65,24.5,25.75,-0.25,-0.97%,8,934,34.33%,Put,305
AAPL210115P00305000,2020-05-22 3:13PM EDT,2021-01-15,26.95,26.45,26.9,-0.73,-2.64%,36,70,33.41%,Put,305
AAPL200529C00307500,2020-05-22 3:59PM EDT,2020-05-29,12.55,11.85,12.65,1.15,+10.09%,626,"1,257",31.42%,Call,307.5
AAPL200605C00307500,2020-05-22 3:59PM EDT,2020-06-05,14.19,13.7,14.65,-0.55,-3.73%,40,621,32.42%,Call,307.5
AAPL200612C00307500,2020-05-22 3:17PM EDT,2020-06-12,15,15.2,15.85,-0.58,-3.72%,10,206,30.90%,Call,307.5
AAPL200626C00307500,2020-05-22 3:12PM EDT,2020-06-26,17.9,17.6,18.8,-0.7,-3.76%,1,86,32.20%,Call,307.5
AAPL200529P00307500,2020-05-22 3:59PM EDT,2020-05-29,0.97,0.91,1.05,-1.12,-53.59%,"3,064","2,104",29.40%,Put,307.5
AAPL200605P00307500,2020-05-22 3:59PM EDT,2020-06-05,2.7,2.62,2.9,-1.34,-33.17%,200,359,30.58%,Put,307.5
AAPL200612P00307500,2020-05-22 3:39PM EDT,2020-06-12,4.55,4,4.65,-0.81,-15.11%,56,422,31.64%,Put,307.5
AAPL200626P00307500,2020-05-22 3:46PM EDT,2020-06-26,6.82,6.4,7.2,-0.85,-11.08%,11,101,31.61%,Put,307.5
AAPL200529C00310000,2020-05-22 3:59PM EDT,2020-05-29,10.33,9.95,10.5,0.58,+5.95%,"1,469","2,509",29.86%,Call,310
AAPL200605C00310000,2020-05-22 3:59PM EDT,2020-06-05,12.3,11.85,12.65,-0.1,-0.81%,141,"1,314",31.12%,Call,310
AAPL200612C00310000,2020-05-22 3:50PM EDT,2020-06-12,12.59,13.4,14,-1.41,-10.07%,126,846,30.16%,Call,310
AAPL200619C00310000,2020-05-22 3:58PM EDT,2020-06-19,15,14.75,15.6,0.25,+1.69%,632,"12,827",30.98%,Call,310
AAPL200626C00310000,2020-05-22 3:16PM EDT,2020-06-26,15.8,15.95,16.95,-1.25,-7.33%,5,559,31.31%,Call,310
AAPL200717C00310000,2020-05-22 3:48PM EDT,2020-07-17,18.9,19,19.5,-0.7,-3.57%,644,"4,912",30.05%,Call,310
AAPL200918C00310000,2020-05-22 3:59PM EDT,2020-09-18,27.28,26.6,27.75,0.08,+0.29%,47,"6,698",32.33%,Call,310
AAPL201016C00310000,2020-05-22 3:56PM EDT,2020-10-16,29.4,29.1,30,0.5,+1.73%,234,"1,786",31.95%,Call,310
AAPL201218C00310000,2020-05-22 11:15AM EDT,2020-12-18,34.01,34.5,36.1,-1.66,-4.65%,5,"1,547",33.22%,Call,310
AAPL210115C00310000,2020-05-22 3:59PM EDT,2021-01-15,37,36.4,37.65,0.55,+1.51%,65,"9,096",32.75%,Call,310
AAPL210618C00310000,2020-05-22 3:32PM EDT,2021-06-18,45.17,45.25,46.4,-0.83,-1.80%,7,"1,821",32.34%,Call,310
AAPL210917C00310000,2020-05-22 3:43PM EDT,2021-09-17,49.55,49.1,50.75,-0.27,-0.54%,4,378,32.20%,Call,310
AAPL220121C00310000,2020-05-22 12:35PM EDT,2022-01-21,54.55,54,56.55,-0.45,-0.82%,3,"1,485",32.33%,Call,310
AAPL220617C00310000,2020-05-22 2:15PM EDT,2022-06-17,60.95,59.7,62.65,-0.45,-0.73%,3,"1,508",32.48%,Call,310
AAPL200529P00310000,2020-05-22 3:59PM EDT,2020-05-29,1.38,1.34,1.42,-1.37,-49.82%,"9,855","5,836",28.28%,Put,310
AAPL200605P00310000,2020-05-22 3:59PM EDT,2020-06-05,3.25,3.15,3.4,-1.5,-31.58%,"1,090","3,308",29.41%,Put,310
AAPL200612P00310000,2020-05-22 3:57PM EDT,2020-06-12,4.96,4.7,5.1,-1.24,-20.00%,103,469,30.13%,Put,310
AAPL200619P00310000,2020-05-22 3:59PM EDT,2020-06-19,6.13,6.1,6.3,-1.47,-19.34%,604,"4,903",29.71%,Put,310
AAPL200626P00310000,2020-05-22 3:46PM EDT,2020-06-26,7.59,7.2,7.85,-0.91,-10.71%,142,363,30.74%,Put,310
AAPL200717P00310000,2020-05-22 3:59PM EDT,2020-07-17,10.34,10.2,10.55,-1.86,-15.25%,"1,309","3,835",29.93%,Put,310
